token	corpus_slbl_historique	corpus_discours
业广惟勤	0	1
邀请	0	5
鼓励	0	6
风雨	0	1
神圣	0	1
确立	0	2
洼地	0	1
朝气	0	1
大写意	0	1
当今世界	0	3
构建	0	17
文件	0	2
可持续性	0	3
以新	0	2
纵观	0	1
法治化	0	2
大通道	0	5
扛	0	1
患病	0	1
价值链	0	2
两人	0	1
高级别	0	3
腾飞	0	1
工厂	0	2
中哈	0	7
杭州市	0	1
携手	0	16
科技交流	0	1
八	0	1
写下	0	1
总之	0	1
科技园区	0	2
十国集团	0	1
新一轮	0	2
人文	0	15
企业家	0	3
扬帆远航	0	1
聚焦	0	6
其数	0	1
相互尊重	0	4
同学	0	5
监管	0	1
商业秘密	0	1
血脉	0	2
标本兼治	0	1
一首歌	0	1
相互信任	0	1
六	0	1
蒸蒸日上	0	1
深化	0	18
正站	0	3
利在	0	1
争端	0	1
定期	0	1
外部	0	1
孤烟	0	1
后浪推前浪	0	1
结婚	0	1
副议长	0	1
凝聚	0	3
政府首脑	0	7
夙愿	0	1
逐步形成	0	2
兴衰	0	1
劈波斩浪	0	1
百花齐放	0	1
国际联盟	0	3
差距	0	3
风拥	0	1
等值	0	1
能量	0	1
工笔画	0	4
600	0	1
廉洁	0	11
古都	0	1
通信	0	4
缩减	0	1
质量	0	3
泽被	0	1
良性	0	1
事迹	0	1
单个	0	1
内政	0	1
美好	0	13
汇集	0	2
承载	0	4
总	0	1
北京	0	19
老伴	0	1
能源技术	0	1
不积跬步	0	1
一路	0	213
当前	0	7
以点带面	0	1
增效	0	1
知识	0	6
振兴	0	2
国事访问	0	1
祝愿	0	2
消除	0	4
工坊	0	2
南南合作	0	2
安康	0	1
坚船	0	2
第四次	0	1
经济带	0	3
思维	0	1
瓜达尔	0	1
长江流域	0	1
信用	0	1
华彩	0	1
产能	0	5
普遍认为	0	2
余震	0	1
蔓延	0	1
抗击	0	4
土壤	0	2
人民币	0	11
电力	0	2
新天地	0	1
加里曼丹	0	1
宝船	0	2
导向	0	4
落实	0	8
深层次	0	1
印记	0	1
等待	0	1
记者	0	4
绘制	0	3
气候变化	0	3
贡献力量	0	1
2030	0	6
电商	0	2
国际化	0	2
后卫	0	1
好日子	0	1
人工智能	0	3
过剩	0	1
新起点	0	1
携起手来	0	2
亲如手足	0	1
秋收	0	1
孟夏之日	0	1
点子	0	1
壮阔	0	1
安居乐业	0	1
机制	0	19
京	0	18
　	0	635
中起	0	1
利益	0	8
发出	0	1
小圈子	0	1
实质	0	1
解放	0	1
征管	0	1
儿童	0	1
阳光	0	1
持续增长	0	1
直奔	0	1
新动力	0	6
民意基础	0	2
石榴	0	1
蛋糕	0	1
每周	0	1
清理	0	1
干涸	0	1
千古	0	1
走实	0	2
光明行	0	1
嘉宾	0	6
－	0	1
跨国	0	2
国有企业	0	1
04	0	3
年内	0	1
公平	0	3
今后	0	3
2028	0	1
满江红	0	1
工匠	0	1
发展中国家	0	8
货币流通	0	1
危机	0	1
增大	0	1
手术	0	1
诚信为本	0	1
资源配置	0	1
应急	0	1
思考	0	2
衰	0	1
航空	0	1
前方	0	1
全球化	0	8
严峻	0	2
集中精力	0	1
回荡	0	1
培育	0	2
独一无二	0	1
感谢	0	2
深度	0	4
起源	0	1
蜂蜜	0	1
窗口	0	1
积水成渊	0	1
医院	0	1
波折	0	1
勇气	0	1
采购	0	2
百花	0	1
朝气蓬勃	0	1
勤劳	0	3
陕西历史博物馆	0	1
互联互通	0	34
同步	0	1
粮食	0	1
层次	0	1
对外开放	0	5
多种形式	0	1
负面	0	2
成员国	0	2
享誉	0	1
音乐家	0	2
企业	0	10
独立自主	0	2
快速	0	2
影视	0	1
务当	0	1
形式	0	3
结伴	0	2
前所未有	0	2
之道	0	1
设施	0	8
康复	0	1
分配	0	1
情谊	0	2
盛况	0	1
十几年	0	1
玫瑰	0	1
特色	0	4
漓江	0	1
结构调整	0	1
相声	0	1
合力	0	4
到访	0	1
装备	0	2
传向	0	1
探寻	0	1
办成	0	1
容易	0	1
畔	0	2
贫困	0	2
努力实现	0	3
不绝	0	1
制订	0	1
非盟	0	2
千年	0	5
推倒重来	0	1
感人	0	2
共识	0	9
成型	0	1
转达	0	1
高铁	0	1
迟早	0	1
贷款	0	3
Ｈ	0	1
正值	0	1
实践	0	5
牢固	0	2
走出	0	4
骨架	0	3
分歧	0	2
交通运输	0	2
记者会	0	2
万亿美元	0	4
脱钩	0	1
惠及	0	4
谈得来	0	1
举目无亲	0	1
新台阶	0	1
守望相助	0	3
滚滚	0	1
图书馆	0	1
结构性	0	3
风貌	0	1
相爱	0	1
顺畅	0	1
救灾	0	1
布局	0	1
依然	0	1
艰苦奋斗	0	1
向往	0	4
奋进	0	1
金钱	0	1
力度	0	1
达尔	0	1
黑石	0	1
生子	0	1
基础设施	0	20
地缘	0	3
试验区	0	1
快	0	3
增添	0	1
打造	0	14
信息化	0	1
讲求	0	1
杜绝	0	1
签证	0	1
从来	0	3
宁静	0	1
和谐	0	6
中国共产党	0	1
政治经济	0	1
积极意义	0	1
前景	0	4
基建	0	2
视野	0	1
决议	0	1
疫苗	0	2
量子	0	1
善意	0	2
和平共处	0	2
历久弥坚	0	1
言而有信	0	1
实验室	0	4
故宫	0	1
万公顷	0	1
诠释	0	1
扎实	0	1
小集团	0	1
公正	0	2
险滩	0	1
题为	0	2
提笔	0	1
通关	0	1
控股	0	1
你们	0	3
一圈	0	1
贯彻落实	0	1
万个	0	4
对照	0	1
控股公司	0	1
真心	0	1
抓好	0	1
期待	0	11
不公	0	1
特大	0	2
第二个	0	1
1500	0	1
亲切	0	1
经贸合作	0	2
多层次	0	4
经营者	0	2
欧盟	0	2
多佳日	0	1
最快	0	1
一点一滴	0	1
航天	0	1
善成	0	1
团体	0	1
舒心	0	1
政	0	1
雁栖湖	0	4
晚上	0	2
筹建	0	1
旅客	0	1
鲁班	0	2
防长	0	1
海外基金	0	1
方方面面	0	1
主义	0	2
决定性	0	1
架起	0	2
主导作用	0	1
扇	0	1
降低	0	4
梭罗河	0	2
2017	0	9
战乱	0	1
与会	0	1
唐宋元	0	1
家境	0	1
出新	0	1
逆流	0	1
坚定不移	0	3
翻一番	0	1
天里	0	1
群岛	0	1
团结	0	1
立体	0	1
潜能	0	1
芭蕾舞	0	1
相亲	0	5
负责	0	1
干	0	2
六路	0	1
山水相连	0	2
方兴未艾	0	1
捐款捐物	0	1
深情厚谊	0	2
价格合理	0	2
期盼	0	2
一体化	0	1
管道	0	2
生机	0	1
一张	0	1
助医	0	1
多方	0	1
万人次	0	2
合抱之木	0	1
互为补充	0	1
投资者	0	1
相遇	0	3
更为重要	0	1
投身	0	1
择	0	1
保护	0	9
所长	0	2
分享	0	4
秘书处	0	1
精神面貌	0	1
山间	0	1
劲风	0	1
碰到	0	1
树立	0	1
核心内容	0	1
点亮	0	1
加快	0	6
思想家	0	2
校长	0	1
一道	0	13
中共	0	2
大家	0	37
百年	0	1
安危与共	0	1
战略部署	0	1
大会	0	5
讲话	0	1
拉美	0	1
深受感动	0	1
独资经营	0	1
人为	0	1
民生	0	10
早日	0	1
夯实	0	2
推崇	0	1
建设者	0	2
歌词	0	1
金融机构	0	5
和睦	0	1
看着	0	1
蓬勃	0	1
国与国	0	2
紧张	0	1
记忆	0	1
海关	0	2
来源国	0	1
邻邦	0	1
园区	0	4
陶冶情操	0	1
沧桑	0	1
祈愿	0	1
地址	0	9
过上	0	1
壮丽	0	1
互补	0	1
鸟巢	0	1
生态环境	0	1
不设	0	1
牢牢	0	2
举杯	0	2
第五	0	5
一曲曲	0	1
强劲	0	5
音讯	0	1
朝阳门	0	9
共进	0	1
联合国安理会	0	1
讲	0	1
毗邻	0	1
架构	0	2
专业	0	2
意气相投	0	1
兼容	0	2
斡旋	0	1
统筹	0	2
2016	0	1
当天	0	1
百事	0	1
坝	0	1
不断前进	0	1
息息相关	0	1
清洁	0	1
相互理解	0	2
积极响应	0	1
战略目标	0	1
肩负着	0	1
小城	0	1
换来	0	1
便利化	0	11
多样性	0	2
实实在在	0	4
表达	0	2
优质	0	1
进出口额	0	1
领导	0	3
Ｒ	0	1
聚沙成塔	0	1
翅膀	0	1
惠民	0	6
矛盾	0	1
低迷	0	1
多港	0	1
桃李不言	0	1
一扇	0	1
这届	0	1
海纳百川	0	2
运行	0	1
业务	0	1
反恐	0	1
广大	0	2
第三方	0	2
瞬间	0	1
谋	0	1
实体	0	2
务实	0	19
相知	0	2
冲突	0	3
赠人	0	1
防灾	0	1
打开	0	4
达成	0	7
大学	0	5
相辅相成	0	1
终	0	1
向前	0	5
亚吉	0	1
福利	0	1
大桥	0	1
施舍	0	1
共创	0	3
于途	0	1
其本者	0	1
本	0	7
不由	0	1
三位一体	0	1
框架	0	6
国家开发银行	0	2
陆海空	0	1
感到	0	3
崇高	0	1
传诵	0	3
势头	0	1
港航	0	1
对抗	0	2
贸易额	0	1
子孙后代	0	1
bm02000004	0	9
邻居	0	2
谢谢	0	7
启示	0	1
一家亲	0	1
平等	0	4
作出	0	16
心灵	0	1
全部	0	1
海南大学	0	1
康庄大道	0	1
信任	0	1
