token	specif
六年	1.0
古称	1.0
lycium	1.0
卢文木牍	1.0
挖掘出	1.0
停留	1.0
空前	1.0
273	1.0
其国临	1.0
诸果	1.0
比	1.0
豪门	1.0
带	1.0
龙涸	1.0
一一	1.0
以汉为	1.0
攻	1.0
生气	1.0
C14	1.0
隐藏	1.0
79	1.0
32000	1.0
观	1.0
骠骑	1.0
所谓	1.0
可飞	1.0
改	1.0
十六年	1.0
一句	1.0
Scythians	1.0
碳化	1.0
优美	1.0
推想	1.0
断	1.0
收复	1.0
738	1.0
贾因	1.0
犍	1.0
充分	1.0
盐	1.0
激发	1.0
唯一	1.0
紧密联系	1.0
松潘	1.0
讹传	1.0
1191	1.0
Through	1.0
靖远	1.0
再往	1.0
汤用彤	1.0
raisonn	1.0
4750	1.0
官府	1.0
由此而来	1.0
器具	1.0
再经	1.0
所写	1.0
异物	1.0
武荣州	1.0
超越	1.0
自东往	1.0
可信	1.0
人口	1.0
然而	1.0
东南	1.0
贵重品	1.0
赶走	1.0
积极探索	1.0
211	1.0
Pompeius	1.0
Amorgiam	1.0
何乔远	1.0
高山	1.0
多于	1.0
骞	1.0
外国人	1.0
Kabul	1.0
益州	1.0
收录	1.0
开凿	1.0
斯特拉	1.0
张骞通	1.0
王大惊	1.0
贾市	1.0
日益	1.0
昆明池	1.0
无色	1.0
一百五十里	1.0
一次	1.0
未说明	1.0
汉元鼎	1.0
足够	1.0
战争	1.0
代表性	1.0
查士丁	1.0
建武	1.0
外力	1.0
进而	1.0
正奉	1.0
总称	1.0
意大利	1.0
Paris	1.0
高僧	1.0
终于	1.0
盖为	1.0
繁荣	1.0
凋敝	1.0
远洋航行	1.0
如	1.0
之外	1.0
审美观念	1.0
地峡	1.0
含有	1.0
68	1.0
宋为	1.0
帕尔米	1.0
Edicts	1.0
羊毛	1.0
归类	1.0
蕃	1.0
德语	1.0
侨胝	1.0
clothing	1.0
斯基泰	1.0
66	1.0
azes	1.0
乐器	1.0
转动	1.0
co	1.0
明州诣	1.0
一词	1.0
170	1.0
虔诚	1.0
唐军攻	1.0
含义	1.0
宝马	1.0
Diodotus	1.0
狄俄斯	1.0
定为	1.0
木构	1.0
观星	1.0
有据	1.0
4700	1.0
柬埔寨	1.0
战事	1.0
连	1.0
诸香	1.0
高丽	1.0
没人敢	1.0
今坎贝湾	1.0
寺	1.0
1993	1.0
节度使	1.0
怛	1.0
安全性	1.0
有钱人	1.0
送还	1.0
鸣沙山	1.0
以此	1.0
信道	1.0
Inc	1.0
那	1.0
霸权	1.0
中遍植	1.0
Gilgit	1.0
祁连山	1.0
真实写照	1.0
影响	1.0
任命	1.0
秦汉	1.0
临安	1.0
近代	1.0
石刻	1.0
桓帝延	1.0
实利	1.0
可见一斑	1.0
632	1.0
舱壁	1.0
13000	1.0
夏国	1.0
不得而知	1.0
支	1.0
献	1.0
庾	1.0
距	1.0
各有	1.0
非遇	1.0
反过来	1.0
Schoff	1.0
利害关系	1.0
苏丹	1.0
彭亨	1.0
珠贝	1.0
没人	1.0
吴兴	1.0
法显	1.0
古代	1.0
馆	1.0
2920	1.0
末期	1.0
传授给	1.0
褐彩	1.0
李铁	1.0
征伐	1.0
几代	1.0
俗	1.0
珠江口	1.0
Kushans	1.0
无名	1.0
贸易规模	1.0
DIALOGUE	1.0
托勒密	1.0
OF	1.0
救援	1.0
很	1.0
同为	1.0
传入	1.0
Seleucid	1.0
半世纪	1.0
438	1.0
所求	1.0
内忧外患	1.0
路西	1.0
途经	1.0
需时	1.0
强制	1.0
两束	1.0
古道	1.0
求法	1.0
白灰	1.0
河口	1.0
自从	1.0
茧	1.0
虎视眈眈	1.0
北魏太	1.0
Marcus	1.0
汉宣帝	1.0
北京大学出版社	1.0
自商	1.0
造出	1.0
甘愿	1.0
加其上	1.0
沙漠	1.0
秦代	1.0
匿名	1.0
可造	1.0
霍克	1.0
Budhist	1.0
生	1.0
合浦	1.0
共和国	1.0
充足	1.0
存在	1.0
出售	1.0
赫鲁德	1.0
天险	1.0
一贤	1.0
铜镜	1.0
指	1.0
天堑	1.0
知其	1.0
陆上	1.0
盛装	1.0
桥船	1.0
献丝	1.0
数十吨	1.0
von	1.0
Soter	1.0
载去	1.0
蛮舶	1.0
乳钉	1.0
Kuhrt	1.0
丹丹	1.0
转手	1.0
帮忙	1.0
乌孙派	1.0
之称	1.0
对汉	1.0
陶瓷	1.0
时尚	1.0
奴隶社会	1.0
学为	1.0
高昂	1.0
Ashoka	1.0
后裔	1.0
状况	1.0
序幕	1.0
布哈里	1.0
靛蓝色	1.0
何种	1.0
称为	1.0
新知	1.0
玳瑁	1.0
兴盛	1.0
元佑	1.0
宾之属	1.0
先贤	1.0
沙面	1.0
杀伐	1.0
220	1.0
郡治	1.0
sweet	1.0
接着	1.0
圣灵	1.0
设在	1.0
3300	1.0
风气	1.0
彭贝	1.0
南迁	1.0
经之处	1.0
行政长官	1.0
史籍	1.0
1951	1.0
揭开	1.0
高超	1.0
唐景云	1.0
靬	1.0
三服	1.0
自知	1.0
立下	1.0
陈陈相因	1.0
制品	1.0
右手	1.0
天水	1.0
库里	1.0
配偶	1.0
领土	1.0
自日南	1.0
向西	1.0
Samarkandto	1.0
小麦	1.0
Arachocia	1.0
哈拉	1.0
旁遮普	1.0
O	1.0
做到	1.0
冠以	1.0
察哈台	1.0
1989	1.0
但	1.0
汉承秦	1.0
援助	1.0
尼一世	1.0
起	1.0
八个	1.0
387	1.0
三段	1.0
Seric	1.0
东信	1.0
W	1.0
领取	1.0
地点	1.0
忽略	1.0
术	1.0
两路	1.0
相承	1.0
大翼	1.0
崇尚	1.0
这	1.0
胡犬则	1.0
甚至	1.0
现存	1.0
考古	1.0
王莽	1.0
列岛	1.0
桑养蚕	1.0
故据城	1.0
内河	1.0
，	1.0
这批	1.0
飞龙	1.0
蜜蜡	1.0
远嫁	1.0
银器	1.0
转相	1.0
遥远	1.0
琼州	1.0
通汉	1.0
历代	1.0
李邻德	1.0
湖	1.0
支那	1.0
尚统	1.0
您	1.0
糅合	1.0
呼之欲出	1.0
中道	1.0
宏伟	1.0
为始	1.0
精锐	1.0
天圣	1.0
东	1.0
扫荡	1.0
诸	1.0
而后	1.0
北魏	1.0
知晓	1.0
明州渐	1.0
盛极一时	1.0
东王公	1.0
筏	1.0
命令	1.0
采取	1.0
受到	1.0
一段	1.0
坐镇	1.0
汉墓	1.0
本书	1.0
亲身	1.0
侵入	1.0
泰尔	1.0
苏门答腊	1.0
蚕神献丝	1.0
Mortimer	1.0
海舶	1.0
力不从心	1.0
Chera	1.0
本文	1.0
传播	1.0
丝织品	1.0
沦为	1.0
澶	1.0
疆土	1.0
认为	1.0
一座	1.0
384	1.0
宗教信仰	1.0
想像	1.0
洲	1.0
Amelie	1.0
1992	1.0
王治乌	1.0
有元	1.0
或作	1.0
问佛道	1.0
软禁	1.0
汉港	1.0
丝绸业	1.0
正统	1.0
Chronology	1.0
音译	1.0
沧州	1.0
供	1.0
玻璃器皿	1.0
宝石	1.0
不久	1.0
古迹	1.0
流传	1.0
张一平	1.0
原	1.0
迅速	1.0
对立	1.0
ji	1.0
阻碍	1.0
番学	1.0
》	1.0
万平方公里	1.0
想不到	1.0
转为	1.0
买	1.0
喇	1.0
杭州	1.0
即便	1.0
吉尔吉	1.0
51	1.0
绣花	1.0
之大	1.0
苏合香	1.0
瓷	1.0
阿育王	1.0
杰作	1.0
关于	1.0
风帆	1.0
最迟在	1.0
列举	1.0
步入	1.0
冬天	1.0
行像	1.0
宾向	1.0
值得	1.0
广州港	1.0
把玩	1.0
王率兵	1.0
哈马丹	1.0
劳	1.0
分散	1.0
β	1.0
提倡	1.0
有别	1.0
87	1.0
交通路线	1.0
一旦	1.0
备其	1.0
贵霜	1.0
取经	1.0
国道	1.0
航抵	1.0
强则	1.0
雕刻	1.0
羊脂玉	1.0
汉代	1.0
鲧	1.0
平坦	1.0
看上去	1.0
宾贵霜	1.0
蚕织	1.0
中日	1.0
101	1.0
INTEGRAL	1.0
消失	1.0
甘	1.0
州府	1.0
迁	1.0
Moralia	1.0
此类	1.0
110	1.0
毫无疑问	1.0
史诗	1.0
p	1.0
各地	1.0
左边	1.0
争论	1.0
正赶上	1.0
不速之客	1.0
可种	1.0
111	1.0
葡萄牙	1.0
波罗	1.0
Press	1.0
班勇	1.0
复杂	1.0
狮子座	1.0
性感	1.0
中断	1.0
来去匆匆	1.0
70	1.0
以战	1.0
166	1.0
室	1.0
色泽	1.0
徐闻	1.0
不变	1.0
便是	1.0
磉	1.0
皮宗	1.0
的	1.0
康居王	1.0
土崩瓦解	1.0
记	1.0
货布	1.0
番君	1.0
恒河	1.0
ivory	1.0
]	1.0
相当	1.0
设关	1.0
兵不至	1.0
并流	1.0
萨卜泽	1.0
残片	1.0
anythinganywhere	1.0
护	1.0
梅岭	1.0
僧众	1.0
攻占	1.0
祭祀	1.0
这么	1.0
适合	1.0
少数	1.0
黄铜	1.0
395	1.0
名堂	1.0
宠物	1.0
现代汉语	1.0
西亚	1.0
隋朝	1.0
之冕	1.0
执政	1.0
部族	1.0
辅佐	1.0
劳之时	1.0
富足	1.0
九千	1.0
美妙	1.0
阿拉木图	1.0
玉蚕	1.0
王系	1.0
想象	1.0
Saka	1.0
何时	1.0
运来	1.0
历史背景	1.0
已有	1.0
东海	1.0
污水	1.0
哪里	1.0
虽	1.0
渺无人烟	1.0
与此有关	1.0
毛织品	1.0
万震	1.0
传要	1.0
湄南河	1.0
一落千丈	1.0
唐皇	1.0
朝	1.0
22	1.0
红海	1.0
521	1.0
降伏	1.0
from	1.0
狄奥希索斯	1.0
词	1.0
乌孙	1.0
它	1.0
种种	1.0
都	1.0
四至	1.0
此城	1.0
真实情况	1.0
描绘	1.0
鸠	1.0
莲花	1.0
元世祖	1.0
大修	1.0
Barbarikon	1.0
城市居民	1.0
最后	1.0
欧	1.0
遭受	1.0
交市	1.0
国力	1.0
疏勒	1.0
余	1.0
之时	1.0
万岁	1.0
所称	1.0
人先	1.0
强烈	1.0
Company	1.0
断绝关系	1.0
稽市	1.0
2005	1.0
诈称	1.0
足迹	1.0
儿子	1.0
取高	1.0
家畜	1.0
无数	1.0
部落	1.0
此为	1.0
云	1.0
二十余	1.0
齐及	1.0
别称	1.0
此率	1.0
其王	1.0
亲朋好友	1.0
意味著	1.0
打前站	1.0
Euthydemus	1.0
三位	1.0
进献	1.0
先	1.0
特征	1.0
对比	1.0
新奇	1.0
织造	1.0
蜀物	1.0
卑湿	1.0
临水	1.0
神	1.0
卢	1.0
很多	1.0
便捷性	1.0
其俗	1.0
清初	1.0
斗争	1.0
开来	1.0
贡奉	1.0
华林寺	1.0
因而	1.0
克什米尔地区	1.0
Trogus	1.0
供奉	1.0
府库	1.0
难有	1.0
造反	1.0
中西合璧	1.0
千姿百态	1.0
西域	1.0
明初	1.0
瞿萨旦	1.0
五县	1.0
瓜果	1.0
导致	1.0
res	1.0
晋江	1.0
商	1.0
请罪	1.0
环山	1.0
狮子	1.0
康居兵	1.0
贵霜史	1.0
不辞辛劳	1.0
亚历山大城	1.0
游牧部落	1.0
论文集	1.0
纵览	1.0
远道而来	1.0
沿	1.0
大清	1.0
置	1.0
和田	1.0
刊发	1.0
coral	1.0
绿松石	1.0
绞尽脑汁	1.0
肃州	1.0
人给家足	1.0
依附	1.0
千里	1.0
gold	1.0
Hill	1.0
Kushan	1.0
就	1.0
还分	1.0
皮毛	1.0
第三阶段	1.0
复灭	1.0
西夏	1.0
三世	1.0
1869	1.0
布帛	1.0
古罗马	1.0
开通	1.0
蛆	1.0
真实	1.0
爱争	1.0
结盟	1.0
应有	1.0
一片	1.0
tr	1.0
301	1.0
良田	1.0
多么	1.0
知悉	1.0
唐宋时	1.0
视为	1.0
Ven	1.0
土出	1.0
筑野市	1.0
其地	1.0
等等	1.0
年建	1.0
到达	1.0
隋唐	1.0
每当	1.0
《	1.0
半透明	1.0
127	1.0
制作	1.0
北与子合	1.0
136	1.0
素绢	1.0
墓室	1.0
提及	1.0
比尔	1.0
记账	1.0
古代文明	1.0
德文	1.0
Hecatompylos	1.0
thin	1.0
skins	1.0
去	1.0
越走越远	1.0
创举	1.0
精彩	1.0
2922	1.0
民族	1.0
暗示	1.0
达丽尔	1.0
甘肃	1.0
后代	1.0
和田河	1.0
陷入	1.0
Nemeless	1.0
身毒	1.0
帆	1.0
喀布尔河	1.0
CE	1.0
人时	1.0
大秦	1.0
余太山	1.0
远古	1.0
黄河	1.0
品	1.0
兵丁	1.0
考察船	1.0
位于	1.0
地下	1.0
临夏	1.0
水银	1.0
加工型	1.0
迷恋着	1.0
制御	1.0
于阗王	1.0
铸币	1.0
必先	1.0
拉夫	1.0
始建	1.0
瞭解	1.0
随商	1.0
不连贯	1.0
第一手	1.0
正史	1.0
且末	1.0
相继	1.0
37	1.0
教徒	1.0
皇道	1.0
批塞人	1.0
附地	1.0
神秘	1.0
招兵	1.0
故谚	1.0
帕拉瓦	1.0
传言	1.0
其二	1.0
以西	1.0
本身	1.0
顺	1.0
然后	1.0
令统	1.0
与其	1.0
女子	1.0
known	1.0
纵横	1.0
Laodiceia	1.0
生丝	1.0
人流	1.0
治	1.0
治国安邦	1.0
佉	1.0
残留	1.0
借助	1.0
Kadphises	1.0
贯朽	1.0
縣度	1.0
详密	1.0
两千年	1.0
辗转	1.0
（	1.0
担任	1.0
乘机	1.0
使于	1.0
赫尔曼	1.0
江	1.0
30000	1.0
因	1.0
绝对	1.0
管辖区	1.0
以往	1.0
吉尔吉斯斯坦	1.0
杀死	1.0
北凉王	1.0
巡	1.0
前往	1.0
印绶	1.0
渡	1.0
1127	1.0
两河	1.0
物质基础	1.0
替代	1.0
曾	1.0
坦荡	1.0
基地	1.0
327	1.0
东运之路	1.0
砂金	1.0
大君	1.0
拓土	1.0
发觉	1.0
1070	1.0
1974	1.0
中途	1.0
纷争	1.0
辽阔	1.0
Age	1.0
算	1.0
奇货	1.0
食物	1.0
141	1.0
居异	1.0
艺术	1.0
借此	1.0
Chola	1.0
中原	1.0
24.2	1.0
赛利斯	1.0
一些	1.0
伸展到	1.0
笔墨	1.0
几十人	1.0
大概	1.0
喜	1.0
从马	1.0
地名	1.0
最早	1.0
bdellium	1.0
惹	1.0
蒲陶	1.0
31	1.0
石碑	1.0
乳房	1.0
深圳晚报	1.0
五十里	1.0
从天而降	1.0
罗马	1.0
玉门关	1.0
五代	1.0
饲养	1.0
431	1.0
著述	1.0
克孜尔	1.0
山泽	1.0
久远	1.0
对此	1.0
测定	1.0
接壤	1.0
帝国	1.0
榆林	1.0
时才	1.0
显得	1.0
阿列	1.0
对付	1.0
文泰	1.0
条支	1.0
等同于	1.0
邻近地区	1.0
XV	1.0
带回	1.0
及其	1.0
塑像	1.0
不避	1.0
小亚细亚	1.0
众多	1.0
宁波市	1.0
环	1.0
滋益	1.0
鄯善	1.0
前要	1.0
三十年	1.0
若急	1.0
随行人员	1.0
利者	1.0
今日	1.0
分崩离析	1.0
现属	1.0
湿热	1.0
铜	1.0
九真府	1.0
莱利	1.0
立刻	1.0
右端	1.0
举世	1.0
雅可波	1.0
530	1.0
威德	1.0
二世	1.0
内容提要	1.0
希腊语	1.0
雄壮	1.0
以防	1.0
of	1.0
UniversityPress	1.0
赐姓	1.0
路线	1.0
婆国	1.0
蚕虫	1.0
相当规模	1.0
北线	1.0
丝带	1.0
风力	1.0
再有	1.0
远胜	1.0
Serie	1.0
传至	1.0
54	1.0
移	1.0
后汉书	1.0
流行	1.0
历史舞台	1.0
历时	1.0
金银铜铁	1.0
多重	1.0
沿用至今	1.0
赵	1.0
生动	1.0
宽衣	1.0
帽子	1.0
地理位置	1.0
)	1.0
文为	1.0
祖先	1.0
其造金	1.0
延续	1.0
铭文	1.0
颜师古	1.0
退出	1.0
古地图	1.0
全盛时期	1.0
特点	1.0
运载工具	1.0
kapisa	1.0
终究	1.0
永建	1.0
王室	1.0
至兴	1.0
犁轩	1.0
准确	1.0
唐武德	1.0
稽	1.0
东西方	1.0
军侯	1.0
赵国	1.0
永元	1.0
东西	1.0
州治	1.0
161	1.0
屡居此	1.0
骑马	1.0
随时随地	1.0
万件	1.0
处立	1.0
属	1.0
歌童	1.0
桐城	1.0
专供	1.0
描述	1.0
穿着	1.0
所灭	1.0
罗斯	1.0
张骞所	1.0
哪些	1.0
旦	1.0
诣	1.0
由来已久	1.0
番禺	1.0
使人	1.0
奇珍异宝	1.0
耐旱	1.0
已	1.0
乱	1.0
南亚地区	1.0
脊背	1.0
金城	1.0
偶尔	1.0
1580	1.0
分置	1.0
逾	1.0
171	1.0
市舶	1.0
多少年来	1.0
又	1.0
相引	1.0
译名	1.0
Antiquity	1.0
军于	1.0
居民	1.0
输入	1.0
后克利	1.0
丝	1.0
一铜	1.0
银	1.0
剧作家	1.0
圣地	1.0
文献资料	1.0
植桑	1.0
塔克拉玛干	1.0
绸	1.0
风吹	1.0
提身	1.0
玆	1.0
封泰山	1.0
水草	1.0
相接	1.0
一时间	1.0
界	1.0
祭海	1.0
匹绢	1.0
吐鲁番地区	1.0
吻合	1.0
根本	1.0
Translation	1.0
于阗	1.0
人名	1.0
以至于	1.0
Watson	1.0
试图	1.0
而且	1.0
工场	1.0
星宿	1.0
清净寺	1.0
条	1.0
掳	1.0
转引	1.0
唐代	1.0
最短	1.0
伊宁	1.0
伎	1.0
本土	1.0
外交关系	1.0
缘	1.0
却	1.0
真里	1.0
极东	1.0
跋质	1.0
乞丐	1.0
260	1.0
之皮	1.0
盛	1.0
铜器	1.0
奈良市	1.0
肋骨	1.0
凿空	1.0
雕塑	1.0
托克玛	1.0
侍	1.0
单列	1.0
闼	1.0
Rome	1.0
应为	1.0
物质交流	1.0
战士	1.0
Tochari	1.0
难点	1.0
携带	1.0
介入	1.0
东濒	1.0
1972	1.0
称号	1.0
成吉思汗	1.0
凡	1.0
马	1.0
Vima	1.0
不得	1.0
草庵	1.0
Pandya	1.0
安阳	1.0
氏	1.0
离开	1.0
顺逆	1.0
转告	1.0
No.1224	1.0
代之	1.0
重九	1.0
411	1.0
水道	1.0
另外	1.0
四	1.0
王国	1.0
一份	1.0
为期	1.0
coins	1.0
退至	1.0
擅番舶	1.0
征服	1.0
长途	1.0
广三州置	1.0
蒲寿庚	1.0
帖	1.0
大本营	1.0
纱	1.0
唐太宗	1.0
始发	1.0
有所	1.0
施	1.0
依照	1.0
最先	1.0
元狩	1.0
元寿	1.0
发端	1.0
喀布尔	1.0
相	1.0
小乘	1.0
185	1.0
劫	1.0
30	1.0
绿洲	1.0
1921	1.0
中南	1.0
班超	1.0
肥沃	1.0
当指	1.0
挖	1.0
plate	1.0
弃别	1.0
历	1.0
两道	1.0
派兵	1.0
邑	1.0
他顾	1.0
二者	1.0
局志	1.0
忘记	1.0
shell	1.0
盆地	1.0
男女	1.0
称之为	1.0
一个月	1.0
实为	1.0
后	1.0
章帝建	1.0
合	1.0
亚麻布	1.0
祸	1.0
头戴	1.0
忒	1.0
画版	1.0
定海	1.0
Reynal	1.0
Hellenistic	1.0
大片	1.0
名曰	1.0
等到	1.0
轻薄	1.0
带有	1.0
强权	1.0
不可	1.0
西北地区	1.0
他们	1.0
状	1.0
刻有	1.0
仅剩	1.0
雕版	1.0
西宁	1.0
Mass	1.0
状态	1.0
西扩	1.0
庭州	1.0
一加	1.0
小国	1.0
生活	1.0
因为	1.0
权力	1.0
东传	1.0
贩运	1.0
北方	1.0
实地	1.0
授	1.0
曙	1.0
筋	1.0
Muziris	1.0
wine	1.0
ā	1.0
多平方米	1.0
纤维	1.0
晋人	1.0
郁闷	1.0
从皮	1.0
伴随	1.0
却说	1.0
绢画	1.0
开洋	1.0
该是	1.0
时断时续	1.0
子	1.0
皮山	1.0
普遍存在	1.0
百	1.0
市舶司	1.0
蚕	1.0
关键点	1.0
无非	1.0
963	1.0
1914	1.0
阿富汗	1.0
大受打击	1.0
滋扰	1.0
乾宁	1.0
大一统	1.0
运往	1.0
后生	1.0
波	1.0
山	1.0
初唐	1.0
浮雕	1.0
丰厚	1.0
胸披	1.0
破坏	1.0
碎片	1.0
赫赫战功	1.0
汉族人	1.0
说者	1.0
随	1.0
运达	1.0
瀛洲	1.0
柱础	1.0
1957	1.0
长沙	1.0
直	1.0
无论如何	1.0
城镇	1.0
波斯	1.0
相当程度	1.0
值得一提的是	1.0
香药	1.0
十	1.0
威尼斯	1.0
钱财	1.0
侦察队	1.0
不易	1.0
行路	1.0
夷洲	1.0
捆	1.0
契丹	1.0
八景	1.0
帕米尔	1.0
可信度	1.0
一种	1.0
Spalyrios	1.0
赤岗	1.0
放弃	1.0
交通史	1.0
精神可嘉	1.0
两汉	1.0
640	1.0
隆重	1.0
命其为	1.0
航海家	1.0
孵化	1.0
细绢	1.0
推行	1.0
宋	1.0
11.34	1.0
变成	1.0
打仗	1.0
故称	1.0
化	1.0
甲骨文	1.0
一笔	1.0
砖	1.0
中后期	1.0
戈壁	1.0
四人	1.0
直径	1.0
会宁	1.0
中段	1.0
缝制	1.0
遗教	1.0
诱惑力	1.0
不仅仅	1.0
126	1.0
方向性	1.0
羁縻	1.0
唐朝	1.0
括号	1.0
若羌县	1.0
汉学家	1.0
和田玉	1.0
排列	1.0
东方	1.0
以下	1.0
往来于	1.0
校	1.0
自然	1.0
关	1.0
丰满	1.0
复原	1.0
扬州	1.0
被	1.0
布哈拉	1.0
A	1.0
财	1.0
日南	1.0
耐渴	1.0
1154	1.0
角逐	1.0
手法	1.0
端的	1.0
阎膏珍	1.0
伊存	1.0
高昌国	1.0
不足为奇	1.0
武丁	1.0
地图	1.0
汉明帝	1.0
汉	1.0
地运来	1.0
条称	1.0
一门	1.0
昆仑山	1.0
蒲犁	1.0
米南德	1.0
Century	1.0
轻柔	1.0
遍及	1.0
中游	1.0
驰	1.0
崛起	1.0
捐毒	1.0
瓜州	1.0
而度	1.0
刻	1.0
由于	1.0
发明	1.0
红花	1.0
县境	1.0
东汉时期	1.0
挥师	1.0
一度	1.0
始得	1.0
62	1.0
邪	1.0
乌鲁木齐	1.0
1905	1.0
各条	1.0
前汉之时	1.0
二贤	1.0
托姆	1.0
World	1.0
1st	1.0
有角	1.0
绳索	1.0
Kujula	1.0
Observations	1.0
前凉	1.0
拒	1.0
一起	1.0
打败	1.0
弃船	1.0
开关	1.0
更为	1.0
知道	1.0
藩属	1.0
天青石	1.0
多样	1.0
斯人	1.0
61	1.0
界碑	1.0
初	1.0
绚丽	1.0
尾角	1.0
其四	1.0
劝退	1.0
偷偷	1.0
人俱来	1.0
联姻	1.0
进军	1.0
汉书	1.0
Duckworth	1.0
返回	1.0
优越	1.0
闽越	1.0
住宅	1.0
方士	1.0
朝鲜半岛	1.0
Ⅹ	1.0
尉犁	1.0
世家	1.0
三条	1.0
阶下	1.0
确切	1.0
公墓	1.0
自由自在	1.0
变化	1.0
离	1.0
遂	1.0
分南	1.0
一切都在	1.0
无国	1.0
详见	1.0
杜钦	1.0
侵	1.0
太仓	1.0
活动	1.0
战记	1.0
物产丰富	1.0
bu	1.0
三江	1.0
颇	1.0
竹杖	1.0
1995	1.0
由海道	1.0
锡	1.0
靠北	1.0
出使	1.0
喀什	1.0
王而置	1.0
此外	1.0
Bopearachchi	1.0
地理学家	1.0
留存	1.0
分子	1.0
接见	1.0
音	1.0
同等	1.0
一个	1.0
450	1.0
以前	1.0
只知	1.0
Pasiana	1.0
节	1.0
西安	1.0
大城	1.0
时绝	1.0
元帅	1.0
虽未	1.0
秦国	1.0
累石	1.0
兴都	1.0
光孝寺	1.0
玉髓	1.0
都城	1.0
熙熙攘攘	1.0
窃以为	1.0
钱币	1.0
武帝	1.0
钉子	1.0
蒙古	1.0
游记	1.0
阿尔马	1.0
159	1.0
茧壳	1.0
伊斯坦布尔	1.0
新纪元	1.0
首登	1.0
卷	1.0
节日	1.0
宣慰	1.0
其子	1.0
tortoise	1.0
再通	1.0
五千	1.0
丰碑	1.0
农具	1.0
幼发拉底河	1.0
放任政策	1.0
宜官	1.0
绘	1.0
开辟	1.0
八百	1.0
萌芽	1.0
无功而返	1.0
戴	1.0
王位	1.0
遣唐使	1.0
西部	1.0
塞	1.0
铁	1.0
在位	1.0
19	1.0
海神庙	1.0
各种	1.0
汉族	1.0
许多	1.0
扶风	1.0
头皮	1.0
它们	1.0
Sogdiana	1.0
略大	1.0
课题	1.0
不想	1.0
刘从效	1.0
据此	1.0
逐出	1.0
各种类型	1.0
缫得	1.0
诸多方面	1.0
Translated	1.0
发现	1.0
启航	1.0
邓竹	1.0
黄金	1.0
五部	1.0
带给	1.0
202	1.0
僧人	1.0
赞成	1.0
匈	1.0
3882	1.0
普林尼	1.0
http	1.0
画中	1.0
变态	1.0
τ	1.0
详实	1.0
风土人情	1.0
43	1.0
于阗时	1.0
N	1.0
右	1.0
地理	1.0
后经	1.0
定于	1.0
起航	1.0
厄	1.0
吠陀	1.0
品种	1.0
1943	1.0
二年	1.0
方丈	1.0
强国	1.0
乐女	1.0
出来	1.0
画廊	1.0
法状	1.0
饮食	1.0
乘船	1.0
文忠	1.0
3888	1.0
虚饰	1.0
Harappa	1.0
Alexander	1.0
策动	1.0
哥特	1.0
李延孝	1.0
欧亚非	1.0
谢弗	1.0
克什米尔	1.0
大夏	1.0
珊瑚	1.0
精品	1.0
起自	1.0
可至	1.0
纳巴德	1.0
Kophene	1.0
41.6	1.0
所绘	1.0
作者	1.0
而绝	1.0
据传	1.0
图	1.0
皮	1.0
航海	1.0
理想	1.0
不太	1.0
乾果	1.0
间接	1.0
因素	1.0
斯特雷	1.0
穿著	1.0
过渡	1.0
松香	1.0
本地	1.0
枸杞	1.0
二度	1.0
漫长	1.0
金	1.0
Dynasty	1.0
K	1.0
汉文	1.0
适航性	1.0
濮	1.0
至今	1.0
北岸	1.0
整理	1.0
秅	1.0
椭圆形	1.0
多少	1.0
鲸鱼	1.0
称王	1.0
第一类	1.0
3887	1.0
Publication	1.0
一至	1.0
成海	1.0
六榕	1.0
北缘	1.0
各自为政	1.0
山镇	1.0
那国	1.0
什切青	1.0
数年	1.0
书画	1.0
探险	1.0
邪张	1.0
更热	1.0
上刻	1.0
乌弋山	1.0
密切关系	1.0
北边	1.0
庶民	1.0
偏安一隅	1.0
草木樨	1.0
一艘	1.0
但此	1.0
起国	1.0
请	1.0
四明	1.0
12000	1.0
手指	1.0
汉元帝	1.0
横	1.0
修好	1.0
几份	1.0
综述	1.0
485	1.0
建有	1.0
手续	1.0
1912	1.0
取而代之	1.0
从伯朗关	1.0
宏大	1.0
事实	1.0
beastcoins	1.0
招宝待郎	1.0
攻灭	1.0
德国	1.0
港古	1.0
复次	1.0
被称作	1.0
13	1.0
石窟	1.0
～	1.0
侵占	1.0
之粟	1.0
太平洋	1.0
准确性	1.0
春初	1.0
frankincense	1.0
有根有据	1.0
yarn	1.0
经久不衰	1.0
咬破	1.0
以来	1.0
印度	1.0
经变	1.0
indi	1.0
裔	1.0
梁	1.0
出自	1.0
起着	1.0
来到	1.0
远处	1.0
透明	1.0
产自今	1.0
青瓷	1.0
产地	1.0
入京	1.0
遗骸	1.0
东点	1.0
受	1.0
法从	1.0
沿海经济	1.0
74	1.0
台斯	1.0
石山	1.0
交替	1.0
象征	1.0
混同	1.0
艳丽	1.0
女工	1.0
5	1.0
幸运	1.0
东征	1.0
展示	1.0
尚	1.0
汉朝	1.0
褒葬于	1.0
人巷	1.0
月氏	1.0
&	1.0
船只	1.0
高附	1.0
Phuryni	1.0
船	1.0
出土	1.0
东部	1.0
龙泉窑	1.0
历史事实	1.0
持矛	1.0
克拉	1.0
叫做	1.0
3885	1.0
家蚕	1.0
lazuli	1.0
飞天	1.0
图像	1.0
复沿	1.0
无果	1.0
亚那	1.0
大河	1.0
僧侣	1.0
三层	1.0
乘象	1.0
